id_siswa,usia,jenis_kelamin,jurusan,ipk,beban_mata_kuliah,rata_rata_nilai_mata_kuliah,tingkat_kehadiran,status_studi,login_lms_bulan_lalu,rata_rata_durasi_sesi_menit,tingkat_pengumpulan_tugas,jumlah_partisipasi_forum,tingkat_penyelesaian_video,tingkat_risiko
S985,25,Laki-laki,Seni,3.23,3,69.3,0.7,Lulus,29,86,0.9,19,0.6,Tinggi
S986,19,Laki-laki,Bisnis,2.31,6,92.5,0.93,Cuti,23,23,0.78,18,0.74,Tinggi
S987,21,Laki-laki,Ilmu Komputer,2.96,5,83.5,0.79,Cuti,3,39,0.68,16,0.7,Sedang
S988,21,Lainnya,Ilmu Komputer,3.56,3,68.4,0.82,Aktif,13,53,0.54,1,0.9,Sedang
S989,19,Perempuan,Ilmu Komputer,2.61,6,69.5,0.72,Aktif,24,47,0.86,2,0.88,Tinggi
S990,25,Perempuan,Ilmu Komputer,2.62,5,85.1,0.67,Cuti,3,68,0.94,2,0.57,Tinggi
S991,19,Laki-laki,Ilmu Komputer,2.01,5,93.2,0.63,Aktif,24,51,0.99,5,0.54,Tinggi
S992,21,Perempuan,Teknik,2.35,5,76.6,0.89,Cuti,9,61,0.96,9,0.95,Tinggi
S993,19,Lainnya,Seni,3.75,4,70.3,0.68,Lulus,34,72,0.9,17,0.77,Tinggi
S994,21,Lainnya,Bisnis,2.88,3,94.7,0.88,Lulus,6,70,0.82,17,0.93,Sedang
S995,21,Perempuan,Teknik,3.97,5,86.8,0.76,Lulus,12,43,0.89,13,0.53,Sedang
S996,22,Perempuan,Seni,2.79,4,77.9,0.77,Lulus,3,48,0.72,15,0.76,Sedang
S997,18,Laki-laki,Ilmu Komputer,3.43,6,79.5,0.79,Cuti,35,50,0.8,6,0.77,Sedang
S998,21,Perempuan,Seni,2.56,5,68.2,0.75,Lulus,13,46,0.67,0,0.93,Sedang
S999,25,Laki-laki,Seni,2.73,4,85.1,0.64,Lulus,17,74,0.66,16,0.55,Tinggi
S1000,20,Laki-laki,Ilmu Komputer,2.38,5,74.3,0.72,Lulus,7,88,0.88,4,0.62,Tinggi
S1001,23,Lainnya,Ilmu Komputer,2.69,3,99.8,0.87,Lulus,31,41,0.73,0,0.7,Sedang
S1002,24,Lainnya,Ilmu Komputer,3.09,3,79.2,0.87,Cuti,26,17,0.61,16,0.93,Rendah
S1003,18,Lainnya,Bisnis,3.98,6,79.4,0.71,Lulus,36,27,0.6,9,0.97,Tinggi
S1004,18,Lainnya,Ilmu Komputer,3.33,5,82.6,0.78,Aktif,22,54,0.93,11,1.0,Sedang
S1005,18,Perempuan,Bisnis,2.4,4,96.7,0.68,Aktif,6,42,0.84,19,0.98,Tinggi
S1006,22,Lainnya,Ilmu Komputer,2.09,6,92.0,0.68,Aktif,11,14,0.77,1,0.5,Tinggi
S1007,21,Perempuan,Bisnis,2.25,5,78.0,0.61,Aktif,24,83,0.7,15,0.52,Tinggi
S1008,22,Lainnya,Seni,3.13,6,88.7,0.96,Aktif,2,45,0.72,14,0.57,Rendah
S1009,21,Perempuan,Teknik,3.53,4,83.4,0.68,Aktif,25,32,0.53,12,0.67,Tinggi
S1010,25,Laki-laki,Seni,3.88,6,79.7,0.69,Cuti,3,49,0.73,17,0.91,Tinggi
S1011,22,Perempuan,Seni,2.03,6,67.7,0.71,Aktif,35,14,0.9,19,0.95,Tinggi
S1012,22,Perempuan,Ilmu Komputer,3.05,6,78.6,0.65,Lulus,14,43,0.69,13,0.59,Tinggi
S1013,23,Lainnya,Bisnis,2.94,5,69.8,0.86,Aktif,31,33,0.69,17,0.81,Sedang
S1014,20,Perempuan,Teknik,3.31,4,96.6,0.63,Cuti,28,26,0.51,1,0.96,Tinggi
S1015,22,Laki-laki,Ilmu Komputer,3.12,3,73.4,0.65,Aktif,9,80,0.73,1,0.73,Tinggi
S1016,23,Laki-laki,Ilmu Komputer,3.37,5,98.1,0.86,Lulus,20,31,0.51,2,0.55,Rendah
S1017,19,Lainnya,Ilmu Komputer,3.32,3,81.3,0.74,Lulus,15,24,0.79,4,0.73,Tinggi
S1018,20,Laki-laki,Seni,2.23,3,85.3,0.88,Cuti,18,24,0.75,15,0.69,Tinggi
S1019,25,Perempuan,Bisnis,3.6,5,81.7,0.82,Cuti,28,34,0.92,14,0.79,Sedang
S1020,22,Laki-laki,Bisnis,2.25,5,65.2,0.7,Cuti,17,62,0.79,11,0.72,Tinggi
S1021,24,Lainnya,Teknik,3.4,4,75.0,0.86,Cuti,15,30,0.66,8,0.51,Rendah
S1022,18,Perempuan,Bisnis,2.83,4,64.0,0.65,Aktif,0,75,0.76,13,1.0,Tinggi
S1023,19,Lainnya,Bisnis,3.03,6,84.9,0.81,Aktif,1,41,0.85,15,0.77,Sedang
S1024,19,Perempuan,Ilmu Komputer,3.81,3,77.9,0.77,Lulus,14,30,0.55,10,0.74,Sedang
S1025,25,Laki-laki,Ilmu Komputer,3.78,4,91.1,0.71,Cuti,38,77,0.81,5,0.98,Tinggi
S1026,23,Lainnya,Seni,3.64,6,68.8,0.84,Cuti,27,53,0.96,9,0.58,Sedang
S1027,19,Lainnya,Ilmu Komputer,3.02,4,66.6,0.95,Aktif,0,75,0.65,7,0.59,Rendah
S1028,20,Perempuan,Ilmu Komputer,3.47,5,76.3,1.0,Cuti,4,23,0.81,15,0.9,Rendah
S1029,22,Lainnya,Ilmu Komputer,3.03,4,97.1,0.84,Lulus,21,24,0.91,2,0.63,Sedang
S1030,22,Perempuan,Ilmu Komputer,3.74,3,88.4,0.76,Lulus,35,29,0.76,1,0.9,Sedang
S1031,24,Perempuan,Seni,2.81,4,76.8,0.69,Cuti,12,43,0.86,15,0.64,Tinggi
S1032,25,Perempuan,Ilmu Komputer,3.94,3,80.7,0.7,Lulus,0,45,0.66,18,0.52,Tinggi
S1033,18,Perempuan,Teknik,3.86,5,63.4,0.79,Lulus,15,18,0.65,8,0.76,Sedang
S1034,23,Laki-laki,Teknik,3.48,3,99.4,0.75,Aktif,21,80,0.83,15,0.6,Sedang
S1035,18,Perempuan,Teknik,2.56,4,86.7,0.97,Lulus,31,39,0.85,3,0.88,Sedang
S1036,19,Lainnya,Teknik,2.26,6,71.4,0.75,Cuti,15,86,0.97,9,0.82,Tinggi
S1037,25,Laki-laki,Ilmu Komputer,3.71,5,83.4,0.75,Cuti,14,72,0.61,18,0.96,Sedang
S1038,24,Lainnya,Teknik,2.33,4,64.4,0.75,Lulus,11,44,0.73,12,0.89,Tinggi
S1039,18,Laki-laki,Ilmu Komputer,3.71,5,98.6,0.93,Cuti,0,22,0.63,17,0.59,Rendah
S1040,20,Perempuan,Seni,2.98,5,67.0,0.86,Aktif,16,88,0.54,14,0.9,Sedang
S1041,22,Laki-laki,Teknik,2.81,4,85.9,0.85,Lulus,27,55,0.7,3,0.82,Sedang
S1042,19,Laki-laki,Bisnis,3.81,4,69.8,0.73,Lulus,6,65,0.69,8,0.83,Tinggi
S1043,24,Lainnya,Teknik,3.21,6,88.7,0.93,Lulus,8,18,0.64,3,0.92,Rendah
S1044,18,Lainnya,Teknik,3.15,5,91.1,0.62,Cuti,21,45,0.65,15,0.79,Tinggi
S1045,23,Perempuan,Ilmu Komputer,3.12,5,86.9,0.95,Cuti,25,12,0.68,14,0.73,Rendah
S1046,20,Laki-laki,Teknik,2.74,4,84.6,0.81,Lulus,11,28,0.99,1,0.82,Sedang
S1047,20,Laki-laki,Bisnis,3.57,3,95.7,0.76,Cuti,6,37,0.89,13,0.65,Sedang
S1048,18,Laki-laki,Ilmu Komputer,2.51,4,63.1,0.8,Cuti,14,32,0.54,2,0.59,Sedang
S1049,22,Perempuan,Ilmu Komputer,3.88,5,73.2,0.87,Lulus,37,16,0.94,3,0.81,Rendah
S1050,18,Perempuan,Seni,3.79,4,69.9,0.61,Lulus,20,85,0.82,0,0.62,Tinggi
S1051,19,Perempuan,Seni,2.67,6,99.5,0.95,Cuti,13,23,0.95,8,0.54,Sedang
S1052,18,Perempuan,Teknik,3.46,3,75.6,0.78,Lulus,1,55,0.67,16,0.5,Sedang
S1053,20,Perempuan,Seni,3.15,4,89.3,0.74,Lulus,7,24,0.73,13,0.8,Tinggi
S1054,24,Lainnya,Seni,2.68,6,87.4,0.66,Lulus,5,76,0.95,16,0.68,Tinggi
S1055,18,Laki-laki,Seni,3.98,5,68.5,0.78,Lulus,36,24,0.64,0,0.88,Sedang
S1056,22,Laki-laki,Ilmu Komputer,2.05,4,69.6,0.8,Cuti,36,60,0.96,9,0.69,Tinggi
S1057,25,Laki-laki,Ilmu Komputer,2.51,5,71.3,0.76,Lulus,32,17,0.91,15,0.74,Sedang
S1058,24,Laki-laki,Ilmu Komputer,3.04,6,76.4,0.87,Aktif,5,78,0.99,18,0.7,Rendah
S1059,23,Laki-laki,Seni,3.04,5,69.4,0.77,Lulus,25,71,0.66,2,0.83,Sedang
S1060,21,Laki-laki,Ilmu Komputer,3.18,6,60.8,0.98,Aktif,38,60,0.62,11,0.68,Rendah
S1061,18,Laki-laki,Seni,3.5,6,95.2,0.84,Lulus,36,72,0.67,2,0.98,Sedang
S1062,22,Laki-laki,Ilmu Komputer,3.25,6,98.6,0.92,Aktif,13,77,0.98,14,0.97,Rendah
S1063,24,Lainnya,Ilmu Komputer,3.2,4,73.7,0.64,Aktif,36,87,0.67,16,0.92,Tinggi
S1064,22,Laki-laki,Bisnis,2.11,5,73.5,0.76,Lulus,7,25,0.78,17,0.96,Tinggi
S1065,23,Lainnya,Teknik,2.75,5,60.3,0.73,Lulus,38,33,0.7,6,0.72,Tinggi
S1066,20,Perempuan,Seni,2.46,3,87.2,0.83,Lulus,12,15,0.7,18,0.77,Tinggi
S1067,22,Laki-laki,Bisnis,2.53,3,93.0,0.94,Aktif,12,66,0.6,6,0.87,Sedang
S1068,24,Perempuan,Ilmu Komputer,3.11,3,65.9,0.63,Cuti,39,40,0.77,4,0.85,Tinggi
S1069,22,Perempuan,Seni,2.4,3,66.4,0.63,Cuti,27,15,0.92,7,0.95,Tinggi
S1070,22,Perempuan,Ilmu Komputer,2.59,5,91.6,0.94,Lulus,17,88,0.52,15,0.86,Sedang
S1071,22,Lainnya,Teknik,2.47,6,84.7,0.69,Cuti,18,38,0.94,15,1.0,Tinggi
S1072,19,Perempuan,Bisnis,3.9,6,61.8,0.87,Cuti,37,76,0.83,18,0.67,Rendah
S1073,19,Perempuan,Teknik,3.89,4,84.9,0.82,Lulus,31,84,0.81,14,0.92,Sedang
S1074,20,Perempuan,Bisnis,3.22,6,72.4,0.93,Aktif,21,12,0.81,6,0.85,Rendah
S1075,18,Laki-laki,Ilmu Komputer,3.85,5,74.7,0.65,Lulus,1,37,0.65,4,0.85,Tinggi
S1076,22,Laki-laki,Teknik,3.57,5,90.8,0.65,Cuti,12,83,0.71,10,0.66,Tinggi
S1077,23,Lainnya,Teknik,3.18,5,92.4,0.82,Aktif,22,57,0.9,9,0.89,Sedang
S1078,18,Lainnya,Ilmu Komputer,2.01,4,76.0,0.98,Cuti,24,89,0.65,8,0.95,Tinggi
S1079,23,Laki-laki,Teknik,3.55,3,97.9,0.77,Aktif,27,19,0.74,0,0.61,Sedang
S1080,18,Lainnya,Seni,3.4,6,76.3,0.73,Cuti,10,42,0.51,19,0.81,Tinggi
S1081,20,Laki-laki,Bisnis,3.23,5,90.9,0.84,Lulus,32,76,0.87,0,0.7,Sedang
S1082,22,Perempuan,Bisnis,3.52,5,79.4,0.97,Cuti,23,78,0.71,7,0.99,Rendah
S1083,22,Perempuan,Bisnis,3.03,3,95.9,0.93,Cuti,1,21,0.76,2,0.74,Rendah
S1084,21,Lainnya,Seni,3.41,5,96.3,1.0,Aktif,29,66,0.56,1,0.61,Rendah
S1085,23,Laki-laki,Bisnis,3.87,6,63.5,0.61,Cuti,16,53,1.0,3,0.69,Tinggi
S1086,18,Laki-laki,Ilmu Komputer,2.75,4,97.5,0.65,Lulus,39,22,0.65,18,0.83,Tinggi
S1087,18,Lainnya,Teknik,3.42,5,93.0,0.84,Lulus,33,33,0.82,10,0.54,Sedang
S1088,25,Laki-laki,Seni,2.95,6,91.7,0.93,Lulus,37,53,0.79,4,0.8,Sedang
S1089,25,Perempuan,Bisnis,3.35,5,68.0,0.71,Aktif,21,66,0.89,9,0.97,Tinggi
S1090,19,Lainnya,Ilmu Komputer,3.53,3,92.2,0.7,Aktif,4,25,0.65,7,0.93,Tinggi
S1091,21,Lainnya,Teknik,2.09,5,94.0,0.91,Cuti,39,30,0.88,12,0.53,Tinggi
S1092,24,Laki-laki,Teknik,3.29,5,71.6,0.62,Cuti,15,85,0.69,4,1.0,Tinggi
S1093,25,Lainnya,Seni,2.45,4,98.1,0.75,Cuti,12,60,0.71,11,0.85,Tinggi
S1094,24,Laki-laki,Seni,3.34,3,62.0,0.8,Aktif,25,30,0.84,12,0.58,Sedang
S1095,19,Laki-laki,Seni,2.94,3,66.0,0.82,Aktif,30,69,0.89,7,0.51,Sedang
S1096,19,Laki-laki,Ilmu Komputer,3.55,4,81.5,0.89,Cuti,38,60,0.83,14,0.59,Rendah
S1097,19,Laki-laki,Ilmu Komputer,2.25,5,83.0,0.74,Aktif,22,30,0.95,12,0.92,Tinggi
S1098,23,Laki-laki,Seni,3.25,6,85.8,0.85,Aktif,11,15,0.64,0,0.51,Rendah
S1099,23,Lainnya,Bisnis,2.56,3,60.7,0.83,Lulus,13,82,0.95,5,0.62,Sedang
S1100,20,Perempuan,Teknik,3.71,3,98.4,0.82,Lulus,17,74,0.57,10,0.88,Sedang
S1101,20,Perempuan,Teknik,3.86,5,61.8,0.86,Cuti,26,85,0.83,12,0.79,Rendah
S1102,19,Lainnya,Ilmu Komputer,3.99,5,65.7,0.7,Cuti,27,67,0.77,19,0.89,Tinggi
S1103,21,Lainnya,Teknik,3.59,3,60.6,0.63,Lulus,17,87,0.75,0,0.87,Tinggi
S1104,18,Perempuan,Bisnis,3.51,5,82.7,0.65,Aktif,15,15,0.66,10,0.53,Tinggi
S1105,23,Perempuan,Teknik,2.43,6,97.3,0.69,Cuti,15,74,0.75,10,0.95,Tinggi
S1106,21,Perempuan,Ilmu Komputer,2.67,3,86.6,0.8,Cuti,12,43,0.58,7,0.61,Sedang
S1107,22,Perempuan,Ilmu Komputer,2.93,6,92.9,0.94,Cuti,28,65,0.68,2,0.78,Sedang
S1108,23,Perempuan,Bisnis,3.55,6,60.5,0.88,Aktif,8,84,0.55,18,0.82,Rendah
S1109,23,Laki-laki,Bisnis,3.83,5,81.7,0.92,Lulus,25,12,0.79,11,0.58,Rendah
S1110,20,Lainnya,Teknik,2.38,6,78.4,0.74,Cuti,27,51,0.55,5,0.99,Tinggi
S1111,18,Laki-laki,Teknik,3.84,5,80.0,0.76,Lulus,12,71,0.58,7,0.74,Sedang
S1112,18,Perempuan,Ilmu Komputer,3.39,4,62.9,0.76,Lulus,35,15,0.54,4,0.53,Sedang
S1113,25,Perempuan,Bisnis,3.22,5,87.4,0.68,Aktif,8,15,0.69,9,0.97,Tinggi
S1114,24,Perempuan,Bisnis,2.4,6,80.1,0.62,Aktif,13,72,0.92,15,0.79,Tinggi
S1115,24,Laki-laki,Bisnis,2.11,4,90.6,0.84,Aktif,11,29,0.95,11,0.85,Tinggi
S1116,24,Laki-laki,Teknik,3.14,5,79.4,1.0,Aktif,31,30,0.54,16,0.76,Rendah
S1117,24,Perempuan,Bisnis,3.3,6,66.0,0.67,Aktif,37,11,0.82,5,0.92,Tinggi
S1118,22,Laki-laki,Ilmu Komputer,2.42,3,85.9,0.62,Aktif,2,65,0.84,8,0.52,Tinggi
S1119,22,Laki-laki,Ilmu Komputer,3.11,3,66.9,0.91,Cuti,15,19,0.77,9,0.63,Rendah
S1120,23,Perempuan,Teknik,3.71,5,94.9,0.7,Lulus,19,79,0.83,19,0.73,Tinggi
S1121,19,Laki-laki,Seni,3.67,5,84.5,0.93,Aktif,31,32,0.62,13,0.54,Rendah
S1122,20,Lainnya,Teknik,3.85,3,66.3,0.88,Cuti,22,39,0.74,13,0.85,Rendah
S1123,20,Lainnya,Seni,2.73,6,98.5,0.98,Lulus,16,87,0.7,16,0.7,Sedang
S1124,24,Lainnya,Bisnis,2.64,6,80.7,0.76,Aktif,15,46,0.54,15,0.64,Sedang
S1125,23,Lainnya,Teknik,3.5,6,62.9,0.86,Aktif,37,64,0.81,3,0.5,Rendah
S1126,25,Perempuan,Ilmu Komputer,2.86,5,85.1,0.79,Cuti,7,58,0.75,1,0.86,Sedang
S1127,21,Perempuan,Bisnis,2.18,4,70.1,0.85,Lulus,18,43,0.64,15,0.92,Tinggi
S1128,19,Perempuan,Ilmu Komputer,2.57,4,92.1,0.78,Aktif,29,53,0.74,0,0.7,Sedang
S1129,23,Lainnya,Bisnis,2.84,4,92.7,0.68,Lulus,33,31,0.89,2,0.78,Tinggi
S1130,19,Lainnya,Teknik,2.59,4,99.2,0.8,Cuti,13,40,0.9,10,0.61,Sedang
S1131,19,Laki-laki,Seni,2.66,4,80.1,0.81,Aktif,21,16,0.82,15,0.81,Sedang
S1132,19,Laki-laki,Bisnis,2.59,5,78.2,0.92,Lulus,16,30,0.73,17,0.51,Sedang
S1133,23,Lainnya,Seni,2.08,5,90.1,0.89,Cuti,14,25,0.79,14,0.74,Tinggi
S1134,24,Lainnya,Bisnis,3.27,4,65.3,0.87,Cuti,31,29,0.69,8,0.82,Rendah
S1135,20,Lainnya,Ilmu Komputer,3.19,5,81.9,0.65,Aktif,12,52,0.56,11,0.96,Tinggi
S1136,20,Lainnya,Ilmu Komputer,3.31,5,81.8,0.89,Lulus,20,53,0.69,17,0.69,Rendah
S1137,24,Laki-laki,Bisnis,2.38,4,63.6,0.8,Aktif,39,56,0.77,4,0.88,Tinggi
S1138,19,Lainnya,Seni,2.59,6,76.7,0.96,Aktif,32,28,0.8,7,0.8,Sedang
S1139,21,Laki-laki,Teknik,3.24,5,94.1,0.97,Lulus,26,57,0.97,2,0.96,Rendah
S1140,18,Lainnya,Teknik,3.2,6,94.2,0.62,Lulus,34,88,0.89,1,0.7,Tinggi
S1141,23,Lainnya,Ilmu Komputer,3.01,5,64.0,0.93,Lulus,15,78,0.58,18,0.66,Rendah
S1142,18,Lainnya,Teknik,2.7,5,63.6,0.62,Cuti,27,20,0.59,7,0.94,Tinggi
S1143,25,Laki-laki,Ilmu Komputer,3.83,4,70.5,0.75,Cuti,33,88,0.55,1,0.52,Sedang
S1144,24,Laki-laki,Teknik,2.68,5,95.0,0.82,Lulus,0,38,0.87,18,0.57,Sedang
S1145,21,Perempuan,Bisnis,2.91,3,65.2,0.66,Cuti,30,54,0.85,0,0.54,Tinggi
S1146,23,Lainnya,Ilmu Komputer,3.36,3,88.8,0.9,Aktif,35,77,0.99,12,0.92,Rendah
S1147,24,Perempuan,Ilmu Komputer,3.09,4,64.0,0.6,Lulus,32,45,0.76,19,0.51,Tinggi
S1148,19,Perempuan,Bisnis,2.69,6,84.9,0.67,Aktif,32,57,0.91,16,0.93,Tinggi
S1149,20,Laki-laki,Ilmu Komputer,2.87,6,74.2,0.83,Lulus,38,24,0.79,2,0.73,Sedang
S1150,18,Laki-laki,Teknik,3.59,6,91.6,0.89,Aktif,17,53,0.94,8,0.5,Rendah
S1151,22,Perempuan,Teknik,2.56,3,69.3,0.97,Lulus,22,76,0.86,4,0.7,Sedang
S1152,22,Lainnya,Ilmu Komputer,2.28,6,85.6,0.88,Aktif,22,83,0.82,5,0.59,Tinggi
S1153,21,Laki-laki,Teknik,2.63,6,69.4,0.87,Lulus,14,49,0.78,3,0.81,Sedang
S1154,19,Lainnya,Seni,3.7,4,88.5,0.76,Lulus,25,23,0.86,16,0.84,Sedang
S1155,25,Lainnya,Ilmu Komputer,2.18,6,94.9,0.6,Cuti,29,72,0.71,15,0.74,Tinggi
S1156,18,Perempuan,Bisnis,3.98,3,65.1,0.65,Aktif,24,60,0.55,15,0.52,Tinggi
S1157,19,Perempuan,Seni,3.08,3,94.7,0.81,Cuti,15,88,0.52,10,0.83,Sedang
S1158,18,Perempuan,Ilmu Komputer,3.97,3,83.7,0.87,Aktif,38,67,0.74,1,0.92,Rendah
S1159,21,Perempuan,Bisnis,3.88,4,65.1,0.77,Cuti,13,24,0.8,16,0.86,Sedang
S1160,21,Laki-laki,Teknik,2.91,4,77.1,0.89,Lulus,16,74,0.54,14,0.91,Sedang
S1161,25,Laki-laki,Bisnis,2.4,5,66.4,0.81,Cuti,11,64,0.64,17,0.6,Tinggi
S1162,22,Perempuan,Seni,2.33,6,88.0,0.63,Cuti,28,85,0.66,9,0.94,Tinggi
S1163,19,Laki-laki,Teknik,2.48,4,90.4,0.68,Lulus,31,19,0.78,5,0.66,Tinggi
S1164,23,Perempuan,Ilmu Komputer,3.42,3,64.2,0.94,Cuti,23,51,0.64,15,0.51,Rendah
S1165,22,Lainnya,Teknik,2.55,3,80.2,0.89,Lulus,12,20,0.55,4,0.92,Sedang
S1166,19,Lainnya,Ilmu Komputer,2.68,4,92.6,0.96,Aktif,19,25,0.58,11,0.97,Sedang
S1167,22,Lainnya,Ilmu Komputer,2.9,4,97.4,0.65,Cuti,14,82,0.59,5,0.83,Tinggi
S1168,23,Perempuan,Bisnis,3.83,4,80.5,1.0,Lulus,3,87,0.92,13,0.62,Rendah
S1169,20,Lainnya,Bisnis,2.38,5,98.0,0.68,Lulus,33,28,0.64,15,0.63,Tinggi
S1170,20,Laki-laki,Bisnis,2.01,3,81.4,0.6,Cuti,27,40,0.86,6,0.73,Tinggi
S1171,25,Lainnya,Seni,2.12,5,75.8,1.0,Aktif,1,82,0.78,1,0.95,Tinggi
S1172,20,Lainnya,Seni,3.81,5,93.9,0.71,Cuti,29,62,0.99,5,0.57,Tinggi
S1173,20,Lainnya,Bisnis,3.3,6,79.7,0.87,Lulus,25,17,0.64,8,0.91,Rendah
S1174,24,Laki-laki,Seni,2.55,3,78.9,0.67,Aktif,25,33,0.58,6,0.65,Tinggi
S1175,18,Perempuan,Teknik,2.35,3,79.6,0.83,Cuti,19,17,0.53,1,0.9,Tinggi
S1176,24,Laki-laki,Teknik,2.59,4,93.9,0.96,Lulus,27,57,0.62,18,0.96,Sedang
S1177,24,Perempuan,Seni,2.23,4,93.3,0.73,Cuti,19,39,0.84,7,0.71,Tinggi
S1178,25,Perempuan,Seni,3.88,6,76.1,0.87,Aktif,10,67,0.54,10,0.68,Rendah
S1179,24,Lainnya,Teknik,3.57,5,73.3,0.68,Aktif,9,64,0.62,3,0.9,Tinggi
S1180,20,Perempuan,Ilmu Komputer,2.92,4,79.7,0.85,Aktif,22,82,0.93,15,0.76,Sedang
S1181,23,Laki-laki,Teknik,3.73,4,82.9,0.73,Aktif,36,71,0.79,17,0.84,Tinggi
S1182,25,Laki-laki,Teknik,2.5,3,69.5,0.68,Aktif,18,57,0.53,12,0.81,Tinggi
S1183,25,Perempuan,Seni,3.43,3,91.8,0.73,Cuti,17,13,0.52,4,0.58,Tinggi
S1184,21,Lainnya,Teknik,3.71,4,79.5,0.67,Aktif,26,46,0.53,1,0.92,Tinggi
S1185,25,Lainnya,Seni,2.71,3,73.4,0.96,Aktif,5,17,0.97,10,0.6,Sedang
S1186,21,Laki-laki,Seni,3.51,6,64.3,0.76,Lulus,9,10,0.92,0,0.97,Sedang
S1187,25,Lainnya,Bisnis,2.59,4,69.6,0.7,Aktif,1,79,0.92,12,0.63,Tinggi
S1188,18,Perempuan,Teknik,2.6,3,98.0,0.78,Lulus,23,56,0.96,4,0.87,Sedang
S1189,20,Perempuan,Ilmu Komputer,2.21,6,72.2,0.73,Lulus,37,84,0.75,17,0.64,Tinggi
S1190,25,Laki-laki,Bisnis,2.88,3,66.8,0.9,Lulus,27,14,0.62,13,0.66,Sedang
S1191,20,Perempuan,Seni,3.46,3,78.4,0.99,Cuti,27,59,0.7,12,0.66,Rendah
S1192,20,Laki-laki,Seni,3.88,3,72.3,0.78,Cuti,38,33,0.86,6,0.87,Sedang
S1193,22,Perempuan,Ilmu Komputer,3.21,4,61.4,0.94,Lulus,1,56,0.94,7,0.78,Rendah
S1194,25,Laki-laki,Seni,3.73,5,72.9,0.83,Cuti,4,27,0.72,17,0.94,Sedang
S1195,19,Lainnya,Teknik,3.64,3,81.8,0.66,Aktif,10,37,0.77,6,0.65,Tinggi
S1196,22,Perempuan,Bisnis,2.35,6,82.1,0.88,Cuti,9,86,0.97,19,0.85,Tinggi
S1197,19,Perempuan,Seni,2.97,4,74.3,0.81,Aktif,1,14,0.55,16,0.88,Sedang
S1198,20,Laki-laki,Seni,2.23,4,77.9,0.86,Aktif,14,39,0.93,15,0.58,Tinggi
S1199,20,Laki-laki,Ilmu Komputer,3.36,6,98.6,0.96,Cuti,38,10,0.58,10,0.7,Rendah
S1200,22,Perempuan,Teknik,3.9,3,75.1,0.78,Cuti,36,55,0.74,18,0.74,Sedang
S1201,22,Laki-laki,Seni,2.27,5,70.3,0.96,Lulus,6,78,0.61,0,0.68,Tinggi
S1202,19,Perempuan,Ilmu Komputer,3.47,3,69.7,0.9,Cuti,19,40,0.8,7,0.66,Rendah
S1203,21,Lainnya,Seni,3.26,6,78.3,0.8,Cuti,33,79,0.78,0,0.84,Sedang
S1204,19,Laki-laki,Ilmu Komputer,3.17,4,90.4,0.84,Cuti,34,65,0.69,8,0.61,Sedang
S1205,22,Perempuan,Ilmu Komputer,2.78,5,68.2,0.73,Aktif,33,37,0.93,18,0.85,Tinggi
S1206,23,Lainnya,Teknik,2.71,4,88.4,0.99,Aktif,21,25,0.83,8,0.97,Sedang
S1207,22,Lainnya,Seni,2.09,6,60.8,0.87,Aktif,30,63,0.86,9,0.78,Tinggi
S1208,23,Perempuan,Teknik,2.44,3,76.8,0.62,Lulus,22,62,0.58,10,0.81,Tinggi
S1209,18,Laki-laki,Ilmu Komputer,2.03,5,91.0,0.73,Lulus,18,21,0.94,0,0.53,Tinggi
S1210,22,Perempuan,Bisnis,3.16,4,73.5,0.85,Lulus,3,29,0.58,19,0.93,Rendah
S1211,18,Lainnya,Seni,2.21,4,82.5,0.62,Aktif,23,43,0.61,7,0.64,Tinggi
S1212,21,Perempuan,Bisnis,3.75,4,68.2,0.61,Cuti,19,62,0.56,19,0.81,Tinggi
S1213,19,Laki-laki,Seni,3.05,3,89.7,0.78,Lulus,38,73,0.72,11,0.99,Sedang
S1214,23,Lainnya,Teknik,3.4,5,62.1,0.73,Lulus,27,32,0.94,0,0.8,Tinggi
S1215,19,Perempuan,Teknik,2.82,3,94.1,0.78,Aktif,38,36,0.63,9,0.86,Sedang
S1216,18,Laki-laki,Teknik,3.12,3,67.9,0.71,Lulus,16,26,0.69,3,0.72,Tinggi
S1217,23,Lainnya,Teknik,3.89,3,95.0,0.67,Cuti,18,57,0.92,14,0.53,Tinggi
S1218,19,Laki-laki,Teknik,2.17,6,74.1,0.88,Aktif,34,30,0.81,18,0.9,Tinggi
S1219,22,Lainnya,Bisnis,2.51,6,88.9,0.81,Aktif,31,59,0.88,5,0.52,Sedang
S1220,20,Perempuan,Teknik,3.56,6,72.8,0.68,Cuti,38,49,0.61,4,0.85,Tinggi
S1221,18,Laki-laki,Ilmu Komputer,2.2,5,96.2,0.73,Cuti,34,12,0.86,4,0.51,Tinggi
S1222,19,Lainnya,Ilmu Komputer,2.15,3,65.1,0.84,Cuti,29,26,0.61,17,0.93,Tinggi
S1223,18,Laki-laki,Bisnis,2.72,3,67.1,0.63,Lulus,16,70,0.99,2,0.58,Tinggi
S1224,24,Laki-laki,Seni,2.18,6,79.7,0.66,Cuti,28,59,0.78,1,0.76,Tinggi
S1225,18,Perempuan,Ilmu Komputer,3.17,3,63.3,0.63,Aktif,5,15,0.85,3,0.8,Tinggi
